what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.import",1265214279801
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265214292195
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265214292299
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265214292365
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265214294054
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1265214294986
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1265214298403
opened,view,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.views.ProblemView",1265214299431
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.copy",1265214299921
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265214300274
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265214420009
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1265214422222
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.undo",1265214423026
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265214425300
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265214621287
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265214638845
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265214670434
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.undo",1265214673831
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.undo",1265214674113
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.undo",1265214674293
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.undo",1265214674471
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.undo",1265214674644
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.undo",1265214674822
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.undo",1265214675171
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.undo",1265214677552
