what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266515081606
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266515148222
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266515149296
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266515163849
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266515167653
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266515169203
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1266515171542
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266515172735
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266515188234
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1266515188337
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266515191896
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266515216859
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1266515216873
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266515220745
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266515221870
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266515223198
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266515258893
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1266515261644
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266515263052
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266515269194
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1266515269208
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266515272704
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266515293821
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266515295208
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266515300897
