what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.undo",1264102179166
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264102180482
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264103329957
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1264103340939
activated,view,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.PackageExplorer",1264103345092
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1264103345974
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1264103357474
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264103367157
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264103431764
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1264103441362
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264103443505
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264103518239
activated,view,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.PackageExplorer",1264103524092
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1264103524258
activated,view,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.PackageExplorer",1264103525781
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1264103525943
activated,view,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.PackageExplorer",1264103534498
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1264103534820
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264103542210
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264111461297
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264111461428
closed,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264111463038
stopped,bundle,org.eclipse.mylyn.ide.ant,3.2.2.v20090912-0400-e3x,"org.eclipse.mylyn.ide.ant",1264111463628
stopped,bundle,org.eclipse.ant.ui,3.4.1.v20090901_r351,"org.eclipse.ant.ui",1264111463640
stopped,bundle,org.eclipse.mylyn.java.tasks,3.2.2.v20090912-0400-e3x,"org.eclipse.mylyn.java.tasks",1264111463640
