what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265216099218
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1265216101717
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1265216101845
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265216120808
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265216120969
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1265216124757
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1265216125695
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265216128221
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265216128296
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265216128376
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265216130106
opened,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1265216130268
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1265216130291
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265216132306
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265216142501
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.selectAll",1265216143265
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1265216143654
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1265216145232
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265216149089
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265216149201
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265216154209
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265216154309
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265216156992
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265216157072
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265216159356
