what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266515967101
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266515974507
started,bundle,org.eclipse.mylyn.java.tasks,3.2.2.v20090912-0400-e3x,"org.eclipse.mylyn.java.tasks",1266515983339
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.copy",1266515983743
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1266515984586
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266515990186
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266515997146
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266516009307
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266516087919
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266516107607
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266516131554
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1266516131569
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1266516135673
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1266516140600
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266516169654
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266516219267
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266516273240
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266516274095
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1266516340743
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266516358691
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266516366827
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1266516366840
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1266516373451
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1266516375788
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266516377152
