what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267111439484
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267111448996
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1267111453366
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267111460817
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267111465398
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1267111465501
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1267111472904
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1267111481446
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267111484393
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267111511697
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267111521886
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267111609736
opened,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1267111612333
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1267111612502
opened,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1267111613250
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1267111613420
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267111625088
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267111633216
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1267111636203
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267111654022
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267111674134
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.undo",1267111676034
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.undo",1267111676435
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.undo",1267111676808
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267111680664
