what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.debug.ui,3.5.1.v20090811_r351,"org.eclipse.debug.ui",1265568286654
started,bundle,org.eclipse.jdt.debug,3.5.0.v20090526,"org.eclipse.jdt.debug",1265568286759
started,bundle,org.eclipse.jdt.debug.ui,3.4.1.v20090811_r351,"org.eclipse.jdt.debug.ui",1265568286841
activated,view,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.PackageExplorer",1265568288000
opened,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1265568290877
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1265568291000
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265568292719
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265568311554
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1265568311594
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1265568313009
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1265568316684
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1265568317364
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1265568326380
started,bundle,org.eclipse.jdt.junit,3.5.1.r351_v20090708-0800,"org.eclipse.jdt.junit",1265568328881
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265568331939
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265568332018
started,bundle,org.eclipse.mylyn.java.tasks,3.2.2.v20090912-0400-e3x,"org.eclipse.mylyn.java.tasks",1265568332483
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1265568332681
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265568334854
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265568524029
activated,view,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.PackageExplorer",1265568525563
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1265568525743
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.copy",1265568528946
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265568530321
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265568538465
