what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1264097020296
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1264097020939
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1264097023204
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1264097028687
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264097032527
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264097072247
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1264097072445
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264097076435
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264097085250
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1264097091829
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264097094732
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264097098888
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1264097101220
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264097103672
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264097105936
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1264097117078
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1264097119765
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264097126865
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264097141399
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264097142604
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264097145376
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264097147210
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264097187886
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1264097189552
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1264097198928
