what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.undo",1265044760013
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265044768917
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265044769332
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265044774802
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265044774902
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265044781234
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265044781325
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265044783730
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265044783836
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265044786292
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265044786390
opened,view,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.views.ProblemView",1265044793950
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1265044793958
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1265044794283
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265044800498
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265044800583
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1265044801363
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265044807116
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265044807237
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265044810222
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265044810327
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265044812900
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265044813005
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1265044815718
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.copy",1265044820630
